==> first_db.txt <==
Type      Number      Repetitions Total Time (s) Min Time (s)   Max Time (s)   Arithmetic Mean Geometric Mean Row(s) Fetched Row(s) Output
--------- ----------- ----------- -------------- -------------- -------------- --------------- -------------- -------------- -------------
Statement           1           1       0.285491       0.285491       0.285491        0.285491       0.285491              2             2
Statement           2           1       0.109177       0.109177       0.109177        0.109177       0.109177              2             2
Block               1           3       0.799023       0.263661       0.268800        0.266341       0.266333              6             6
Block               2           3       0.329076       0.106672       0.114196        0.109692       0.109645             12            12
Block               3           3       1.212852       0.402607       0.405256        0.404284       0.404282             24            24
Block               4           3       5.295222       1.761557       1.767192        1.765074       1.765072             48            48
Block               5           3       0.333545       0.110500       0.112160        0.111182       0.111179              6             6
Block               6           3       0.169503       0.046651       0.065549        0.056501       0.055959             12            12
Block               7           3       0.238003       0.071145       0.089120        0.079334       0.078992             24            24
Block               8           3       0.464192       0.148255       0.159341        0.154731       0.154658             48            48

* Total Entries:             10
* Total Time:                 9,236084 seconds
* Minimum Time:               0,109177 seconds
* Maximum Time:               5,295222 seconds
* Arithmetic Mean Time:       0,923608 seconds
* Geometric Mean Time:        0,448423 seconds
---------------------------------------------
* Timestamp: Fr Aug 09 2013 17:32:08 CEST

==> first_file.txt <==
Type      Number      Repetitions Total Time (s) Min Time (s)   Max Time (s)   Arithmetic Mean Geometric Mean Row(s) Fetched Row(s) Output
--------- ----------- ----------- -------------- -------------- -------------- --------------- -------------- -------------- -------------
Statement           1           1       0.249001       0.249001       0.249001        0.249001       0.249001              2             2
Statement           2           1       0.083104       0.083104       0.083104        0.083104       0.083104              2             2
Block               1           3       0.713938       0.237566       0.238626        0.237979       0.237979              6             6
Block               2           3       0.246586       0.081199       0.084169        0.082195       0.082184             12            12
Block               3           3       1.117949       0.371934       0.374018        0.372650       0.372648             24            24
Block               4           3       5.269874       1.754366       1.759882        1.756625       1.756623             48            48
Block               5           3       0.250093       0.083339       0.083387        0.083364       0.083364              6             6
Block               6           3       0.055156       0.018140       0.018623        0.018385       0.018384             12            12
Block               7           3       0.134002       0.044547       0.044800        0.044667       0.044667             24            24
Block               8           3       0.341728       0.113030       0.114729        0.113909       0.113907             48            48

* Total Entries:             10
* Total Time:                 8,461431 seconds
* Minimum Time:               0,055156 seconds
* Maximum Time:               5,269874 seconds
* Arithmetic Mean Time:       0,846143 seconds
* Geometric Mean Time:        0,325999 seconds
---------------------------------------------
* Timestamp: Fr Aug 09 2013 17:35:19 CEST

==> first_txtfile.txt <==
Type      Number      Repetitions Total Time (s) Min Time (s)   Max Time (s)   Arithmetic Mean Geometric Mean Row(s) Fetched Row(s) Output
--------- ----------- ----------- -------------- -------------- -------------- --------------- -------------- -------------- -------------
Statement           1           1       0.320114       0.320114       0.320114        0.320114       0.320114              2             2
Statement           2           1       0.184673       0.184673       0.184673        0.184673       0.184673              2             2
Block               1           3       0.863824       0.276949       0.309075        0.287941       0.287562              6             6
Block               2           3       0.365166       0.120231       0.124688        0.121722       0.121704             12            12
Block               3           3       1.222120       0.407179       0.407685        0.407373       0.407373             24            24
Block               4           3       5.305070       1.766345       1.771691        1.768357       1.768355             48            48
Block               5           3       0.392553       0.121725       0.148091        0.130851       0.130305              6             6
Block               6           3       0.171152       0.056904       0.057278        0.057051       0.057050             12            12
Block               7           3       0.250490       0.083411       0.083542        0.083497       0.083497             24            24
Block               8           3       0.461580       0.152876       0.155339        0.153860       0.153856             48            48

* Total Entries:             10
* Total Time:                 9,536742 seconds
* Minimum Time:               0,171152 seconds
* Maximum Time:               5,305070 seconds
* Arithmetic Mean Time:       0,953674 seconds
* Geometric Mean Time:        0,498052 seconds
---------------------------------------------
* Timestamp: Mo Aug 12 2013 15:46:59 CEST
